mfcc_mean,chroma_stft_mean,spectral_centroid_mean,rms_mean,zcr_mean,prediction,timestamp
-2.5709963,0.5485639,2745.676037207229,0.10000001,0.11806007667824074,Vocal Zone,2025-05-14 11:38:02
-16.048761,0.530818,2119.1167058646383,0.09999999,0.10886185257523148,Noisy Place,2025-05-14 11:39:05
-13.351944,0.47534198,1566.9426658940608,0.099999994,0.08061387803819445,Noisy Place,2025-05-14 11:41:53
-17.41262,0.53750086,2550.8235240089034,0.10000003,0.15108687789351852,False,Quiet Room,2025-05-14 11:50:14
-11.54977,0.5477619,1666.0982186119368,0.09999999,0.08593071831597222,Noisy Place,2025-05-14 11:51:44
-0.17180318,0.5438053,2633.236812311289,0.099999994,0.1102294921875,False,Noisy Place,2025-05-14 13:00:18
-15.196801,0.52210486,1913.1876013840895,0.10000001,0.12273943865740741,Noisy Place,Feedforward,True,3.0,1.0,"Moderate noise, general case",2025-05-15 14:35:52
