mfcc_mean,chroma_stft_mean,spectral_centroid_mean,rms_mean,zcr_mean,prediction,timestamp
-2.5709963,0.5485639,2745.676037207229,0.10000001,0.1180600766782407,Vocal Zone,2025-05-14 11:38:02
-16.048761,0.530818,2119.1167058646383,0.09999999,0.1088618525752314,Noisy Place,2025-05-14 11:39:05
-13.351944,0.47534198,1566.9426658940608,0.099999994,0.0806138780381944,Noisy Place,2025-05-14 11:41:53
-11.54977,0.5477619,1666.0982186119368,0.09999999,0.0859307183159722,Noisy Place,2025-05-14 11:51:44
